title_year,aspect_ratio,duration.1,budget,imdb_score,cast_total_facebook_likes,worldwide_gross,production_budget
2003.0,2.35,98.0,50000000.0,6.5,3357.0,42598498.0,50000000.0
2002.0,2.35,110.0,50000000.0,6.4,18635.0,26199517.0,50000000.0
2009.0,2.35,118.0,50000000.0,6.5,7654.0,53850527.0,50000000.0
1996.0,2.35,101.0,50000000.0,5.7,15935.0,25426861.0,50000000.0
2004.0,2.35,119.0,50000000.0,7.3,15757.0,34806726.0,50000000.0
2016.0,1.85,139.0,50000000.0,6.7,12786.0,20886891.0,50000000.0
2003.0,2.35,130.0,50000000.0,7.5,32637.0,28920188.0,50000000.0
2015.0,2.35,114.0,50000000.0,6.6,16992.0,66961644.0,50000000.0
2007.0,1.85,96.0,25000000.0,7.7,17211.0,56077088.0,50000000.0
2005.0,2.35,110.0,50000000.0,5.8,25049.0,41982227.0,50000000.0
1999.0,2.35,158.0,390000000.0,6.4,144.0,14271297.0,50000000.0
2011.0,2.35,102.0,49900000.0,5.6,45202.0,26121638.0,50000000.0
2011.0,2.35,84.0,55000000.0,6.0,8018.0,41642166.0,50000000.0
1997.0,2.35,115.0,50000000.0,6.2,2606.0,10561038.0,50000000.0
1994.0,1.85,99.0,50000000.0,5.9,2949.0,16581575.0,50000000.0
1995.0,2.35,135.0,50000000.0,5.1,15820.0,10359006.0,50000000.0
2010.0,2.35,108.0,22000000.0,6.8,10191.0,26097497.0,50000000.0
2005.0,2.35,127.0,50000000.0,6.0,5702.0,22969202.0,50000000.0
1995.0,1.85,107.0,50000000.0,5.1,5461.0,9812870.0,50000000.0
2009.0,1.85,95.0,50000000.0,5.8,29926.0,42002029.0,50000000.0
2013.0,2.35,124.0,60000000.0,6.2,3580.0,60282876.0,50000000.0
2002.0,1.85,109.0,55000000.0,6.4,52885.0,8374062.0,50000000.0
2016.0,2.35,102.0,50000000.0,4.8,24107.0,55348693.0,50000000.0
2004.0,2.35,88.0,50000000.0,4.9,11972.0,6626115.0,50000000.0
2000.0,1.85,87.0,50000000.0,5.6,3954.0,6291602.0,50000000.0
2011.0,1.85,104.0,50000000.0,5.5,16481.0,41042583.0,50000000.0
2009.0,2.35,96.0,18000000.0,3.7,1385.0,12335036.0,50000000.0
2001.0,2.35,85.0,49000000.0,5.9,32831.0,43905746.0,49000000.0
1990.0,2.35,104.0,40000000.0,6.3,2795.0,20423389.0,49000000.0
2000.0,1.85,190.0,48000000.0,7.6,1418.0,208300000.0,48000000.0
1989.0,2.35,127.0,48000000.0,8.3,12884.0,474171806.0,48000000.0
2012.0,2.35,129.0,17144115.992857143,6.6,2035.0,71004627.0,49000000.0
2015.0,2.35,120.0,49000000.0,6.9,23051.0,105002056.0,49000000.0
1999.0,2.35,118.0,48000000.0,6.7,29748.0,151463090.0,48000000.0
2002.0,2.35,112.0,48000000.0,6.8,18141.0,196308367.0,48000000.0
2006.0,1.78,89.0,1500000.0,4.6,2353.0,112610386.0,48000000.0
1999.0,2.35,114.0,48000000.0,7.1,3743.0,107752036.0,48000000.0
2015.0,2.35,137.0,50000000.0,6.4,27666.0,3434330.0,50000000.0
2001.0,2.35,112.0,48000000.0,6.4,1823.0,86607223.0,48000000.0
2001.0,2.35,120.0,48000000.0,7.4,33615.0,50315140.0,48000000.0
2001.0,1.85,123.0,48000000.0,6.4,22209.0,70937778.0,48000000.0
2000.0,2.35,93.0,48000000.0,6.0,5390.0,90376224.0,48000000.0
1984.0,1.85,123.0,58000000.0,6.5,18793.0,25928721.0,48000000.0
2007.0,2.35,122.0,55000000.0,7.8,33548.0,71171825.0,48000000.0
2014.0,2.35,115.0,48000000.0,6.0,16967.0,327656424.0,48000000.0
1998.0,1.85,123.0,48000000.0,7.0,3768.0,77562568.0,48000000.0
1996.0,2.35,96.0,47000000.0,6.0,3718.0,102825796.0,47000000.0
1998.0,27295967.3,110.0,27295967.3,7.8,371.0,116773317.0,47000000.0
1990.0,1.85,105.0,100000000.0,6.1,2096.0,162738726.0,47000000.0
1999.0,2.35,113.0,48000000.0,6.8,4660.0,124304264.0,48000000.0
2001.0,1.85,132.0,48000000.0,6.4,4796.0,29781453.0,47000000.0
1982.0,2.35,93.0,14000000.0,7.7,15192.0,125212904.0,14000000.0
1982.0,2.35,93.0,14000000.0,7.7,15192.0,125212904.0,14000000.0
1972.0,2.35,115.0,1000000.0,8.1,95.0,14970038.0,47000000.0
2006.0,1.85,75.0,47000000.0,4.5,6863.0,37923818.0,47000000.0
1996.0,1.85,108.0,47000000.0,5.8,8349.0,12900000.0,47000000.0
1997.0,2.35,105.0,46000000.0,6.3,12344.0,298923419.0,46000000.0
2001.0,2.35,102.0,48000000.0,5.7,9176.0,160648493.0,46000000.0
2002.0,2.35,118.0,46000000.0,7.2,15658.0,113622499.0,46000000.0
1996.0,2.35,111.0,45000000.0,7.6,6315.0,150000000.0,46000000.0
2010.0,2.35,81.0,47000000.0,4.7,14619.0,11022696.0,47000000.0
1996.0,1.85,116.0,46000000.0,6.6,33233.0,100833145.0,46000000.0
1997.0,1.85,86.0,45000000.0,6.8,2070.0,302710615.0,45000000.0
2016.0,2.35,127.0,25000000.0,7.3,2104.0,14968379.0,47500000.0
1981.0,2.35,140.0,48000000.0,2.7,2704.0,4408636.0,46000000.0
1994.0,1.33,91.0,45000000.0,4.8,3244.0,358500000.0,45000000.0
2012.0,2.35,98.0,45000000.0,6.3,16410.0,377807404.0,45000000.0
2003.0,1.85,84.0,48000000.0,5.5,3629.0,155200000.0,45000000.0
2000.0,1.85,109.0,45000000.0,6.2,1574.0,213420951.0,45000000.0
2008.0,1.85,93.0,45000000.0,5.8,17925.0,243180937.0,45000000.0
2004.0,1.85,113.0,40000000.0,5.7,15362.0,122071435.0,45000000.0
1993.0,2.35,141.0,45000000.0,6.5,30063.0,187995859.0,45000000.0
1994.0,2.35,119.0,45000000.0,6.7,4043.0,117615211.0,45000000.0
2007.0,1.85,97.0,45000000.0,7.4,14868.0,174810815.0,45000000.0
1992.0,2.35,117.0,45000000.0,6.9,12757.0,178100000.0,45000000.0
2005.0,2.35,101.0,60000000.0,5.5,6292.0,155931301.0,45000000.0
2001.0,2.35,122.0,45000000.0,7.7,22370.0,104505362.0,45000000.0
1999.0,2.35,102.0,45000000.0,7.3,26998.0,90523726.0,45000000.0
2001.0,1.85,83.0,45000000.0,5.2,1645.0,141189101.0,45000000.0
2011.0,1.85,103.0,45000000.0,7.1,1336.0,160971922.0,45000000.0
2005.0,2.35,136.0,30000000.0,7.2,20299.0,76665507.0,45000000.0
2002.0,2.35,91.0,45000000.0,6.5,758.0,66790248.0,45000000.0
1997.0,2.35,89.0,45000000.0,4.6,3717.0,136998907.0,45000000.0
2000.0,2.35,107.0,45000000.0,5.6,3106.0,113916474.0,45000000.0
2003.0,2.35,129.0,45000000.0,7.7,28886.0,247967903.0,45000000.0
1998.0,2.35,95.0,120000000.0,7.2,24205.0,363095319.0,45000000.0
2001.0,2.35,122.0,35000000.0,6.8,41636.0,68712365.0,35000000.0
2001.0,2.35,122.0,35000000.0,6.8,41636.0,68712365.0,35000000.0
1994.0,1.85,110.0,45000000.0,5.4,13331.0,57362581.0,45000000.0
1996.0,2.35,135.0,45000000.0,6.3,3648.0,75854588.0,45000000.0
1968.0,1.85,111.0,2500000.0,7.2,7493.0,72359917.0,45000000.0
2005.0,2.35,95.0,45000000.0,5.6,27351.0,55842724.0,45000000.0
2005.0,2.35,109.0,50000000.0,6.8,14073.0,102746214.0,45000000.0
2004.0,2.35,93.0,26000000.0,4.3,4604.0,48563556.0,45000000.0
2007.0,2.35,94.0,45000000.0,6.3,16225.0,146162920.0,45000000.0
2014.0,1.85,117.0,40000000.0,6.5,49743.0,127990741.0,45000000.0
2006.0,2.35,112.0,45000000.0,6.4,3757.0,43343247.0,45000000.0
1994.0,2.35,111.0,45000000.0,6.3,12161.0,94215000.0,45000000.0
1995.0,1.85,96.0,45000000.0,5.9,2965.0,35627222.0,45000000.0
2012.0,2.35,141.0,45000000.0,6.5,1948.0,80594860.0,45000000.0
2004.0,2.35,94.0,25000000.0,6.5,1102.0,61475984.0,45000000.0
2003.0,1.85,87.0,35000000.0,6.1,1461.0,163126676.0,45000000.0
2006.0,1.85,88.0,50000000.0,5.9,33822.0,49610898.0,45000000.0
1984.0,2.35,177.0,40000000.0,6.6,2449.0,27447471.0,45000000.0
2007.0,2.35,133.0,45000000.0,7.4,5405.0,29367143.0,45000000.0
2007.0,2.35,133.0,45000000.0,7.4,5405.0,29367143.0,45000000.0
2008.0,2.35,119.0,35000000.0,7.3,53895.0,79564960.0,45000000.0
2006.0,2.35,102.0,52000000.0,6.6,15053.0,65595141.0,45000000.0
2008.0,2.35,101.0,70000000.0,5.6,15990.0,70216497.0,45000000.0
1996.0,1.85,91.0,45000000.0,5.3,3855.0,36404841.0,45000000.0
1996.0,2.35,117.0,45000000.0,6.0,2348.0,20133326.0,45000000.0
2009.0,1.85,86.0,45000000.0,5.4,3423.0,59551283.0,45000000.0
2001.0,2.35,124.0,45000000.0,6.8,793.0,29406132.0,45000000.0
2000.0,2.35,220.0,57000000.0,5.8,15006.0,18120267.0,45000000.0
1995.0,2.35,212.0,50000000.0,7.1,21130.0,34668249.0,45000000.0
2010.0,2.35,128.0,45000000.0,7.2,2507.0,65532491.0,45000000.0
1998.0,2.35,106.0,45000000.0,6.0,6558.0,11203026.0,45000000.0
2008.0,2.35,160.0,45000000.0,6.0,26982.0,9110458.0,45000000.0
2008.0,1.85,99.0,40000000.0,5.4,12166.0,46598133.0,45000000.0
2002.0,1.85,74.0,40000000.0,6.5,13917.0,8488871.0,45000000.0
2007.0,2.35,139.0,45000000.0,6.4,538.0,31077418.0,45000000.0
1997.0,2.35,103.0,45000000.0,4.9,2457.0,2154540.0,45000000.0
2011.0,2.35,101.0,45000000.0,6.3,661.0,164539660.0,45000000.0
2012.0,15725557.242857143,91.0,65000000.0,1.7,3090.0,73706.0,45000000.0
2012.0,2.35,130.0,44500000.0,7.7,3133.0,227140757.0,44500000.0
1993.0,1.85,130.0,44000000.0,7.8,13357.0,353715317.0,44000000.0
2010.0,2.35,110.0,40000000.0,5.5,21554.0,135808837.0,45000000.0
1996.0,2.35,147.0,44000000.0,7.5,37076.0,165600852.0,44000000.0
1985.0,2.35,96.0,44000000.0,6.4,15662.0,300400000.0,44000000.0
1996.0,2.35,118.0,44000000.0,5.6,26907.0,22730924.0,44000000.0
1940.0,1.37,88.0,2600000.0,7.5,1178.0,31681811.0,45000000.0
1980.0,2.35,325.0,44000000.0,6.8,14255.0,3484523.0,44000000.0
2006.0,2.35,102.0,50000000.0,6.8,2998.0,113417762.0,45000000.0
2015.0,2.35,110.0,40000000.0,6.0,12876.0,33175076.0,40000000.0
2015.0,2.35,110.0,40000000.0,6.0,12876.0,33175076.0,40000000.0
2015.0,2.35,110.0,40000000.0,6.0,12876.0,33175076.0,40000000.0
2000.0,2.35,136.0,43000000.0,7.3,1801.0,80013623.0,43000000.0
2000.0,1.37,103.0,43000000.0,6.0,23864.0,62063972.0,43000000.0
2005.0,2.35,103.0,45000000.0,7.0,22383.0,229250.0,750000.0
2002.0,1.85,90.0,43000000.0,5.1,132.0,63078756.0,43000000.0
1993.0,1.85,154.0,42000000.0,6.8,14244.0,270340892.0,42000000.0
2010.0,2.35,99.0,44000000.0,6.5,1066.0,48478084.0,44000000.0
2011.0,2.35,93.0,40000000.0,6.6,27834.0,76347393.0,42500000.0
2012.0,2.35,109.0,42000000.0,7.2,19968.0,202812429.0,42000000.0
1999.0,2.35,124.0,42000000.0,7.0,9255.0,363728226.0,42000000.0
2000.0,1.85,84.0,45000000.0,7.0,1817.0,227793915.0,42000000.0
2004.0,1.85,90.0,42000000.0,5.9,24534.0,173044410.0,42000000.0
1992.0,1.85,117.0,40000000.0,5.4,3841.0,131052444.0,42000000.0
2013.0,2.35,123.0,43000000.0,6.6,4825.0,229727774.0,43000000.0
1963.0,2.2,251.0,31115000.0,7.0,2957.0,71000000.0,42000000.0
2012.0,1.85,105.0,42000000.0,6.5,6727.0,73239258.0,42000000.0
2002.0,2.35,115.0,42000000.0,6.3,15571.0,63781100.0,42000000.0
1996.0,1.85,122.0,42000000.0,6.5,13716.0,41267469.0,42000000.0
2002.0,2.35,119.0,32000000.0,6.5,1651.0,56438555.0,42000000.0
2009.0,1.85,81.0,42000000.0,5.8,2134.0,130788243.0,42000000.0
1989.0,2.35,133.0,32000000.0,6.6,2371.0,156167015.0,42000000.0
2011.0,2.35,100.0,42000000.0,5.4,15369.0,91678442.0,42000000.0
2001.0,2.35,120.0,42000000.0,6.1,33585.0,56331864.0,42000000.0
1993.0,1.85,104.0,42000000.0,4.0,7723.0,20844907.0,42000000.0
2005.0,2.35,122.0,50000000.0,7.6,12076.0,60437727.0,42000000.0
2014.0,2.35,112.0,44000000.0,6.6,12239.0,12342632.0,44000000.0
2010.0,2.35,100.0,45000000.0,6.3,2056.0,8514325.0,42000000.0
7735011.916666667,4.0,30.0,7735011.916666667,7.5,1610.0,4408420.0,42000000.0
2009.0,2.35,105.0,27000000.0,7.2,1342.0,11756922.0,42000000.0
2002.0,2.35,110.0,41000000.0,7.0,1954.0,245769202.0,41000000.0
2001.0,2.35,144.0,65000000.0,6.9,18761.0,100622586.0,41000000.0
2003.0,2.35,108.0,41000000.0,5.2,1134.0,22108977.0,41000000.0
1999.0,1.85,107.0,40000000.0,8.1,17540.0,672806292.0,40000000.0
2012.0,2.35,102.0,42000000.0,6.6,362.0,45688337.0,42000000.0
2011.0,2.35,100.0,41000000.0,6.2,2085.0,7684524.0,41000000.0
2013.0,2.35,138.0,40000000.0,7.3,83012.0,257878294.0,40000000.0
2009.0,2.35,108.0,40000000.0,6.7,18656.0,314709717.0,40000000.0
1999.0,2.35,105.0,70000000.0,6.4,2129.0,177835231.0,40000000.0
1989.0,1.85,108.0,40000000.0,7.8,3660.0,332000000.0,40000000.0
2014.0,2.35,89.0,40000000.0,6.4,32325.0,457507776.0,40000000.0
2015.0,2.35,129.0,40000000.0,4.1,4585.0,570978470.0,40000000.0
2003.0,1.85,84.0,38000000.0,4.1,22935.0,167851995.0,40000000.0
1996.0,2.35,149.0,40000000.0,7.4,31349.0,152266007.0,40000000.0
2003.0,1.85,94.0,40000000.0,5.8,7014.0,189714544.0,40000000.0
2013.0,2.35,121.0,40000000.0,7.6,1261.0,149804632.0,40000000.0
1992.0,2.35,128.0,40000000.0,7.2,16751.0,132440066.0,40000000.0
2009.0,2.35,129.0,40000000.0,6.4,318.0,181053657.0,40000000.0
2006.0,1.85,89.0,45000000.0,5.1,5855.0,178710620.0,40000000.0
2000.0,2.35,116.0,40000000.0,5.5,600.0,161838076.0,40000000.0
1990.0,1.37,118.0,40000000.0,7.4,3986.0,244088654.0,40000000.0
2015.0,1.85,107.0,40000000.0,6.0,12556.0,106511453.0,40000000.0
1992.0,1.85,155.0,40000000.0,7.5,42220.0,215862692.0,40000000.0
2009.0,1.85,123.0,40000000.0,7.0,13321.0,126646119.0,40000000.0
2013.0,2.35,128.0,40000000.0,7.5,16911.0,97470701.0,40000000.0
1999.0,1.85,139.0,40000000.0,7.3,36810.0,128792135.0,40000000.0
2014.0,1.85,109.0,35000000.0,5.7,16179.0,141208010.0,40000000.0
2006.0,2.35,120.0,40000000.0,7.3,24300.0,120612565.0,40000000.0
2015.0,1.85,121.0,35000000.0,7.2,36010.0,197232734.0,40000000.0
2016.0,2.35,102.0,40000000.0,5.9,5178.0,124246152.0,40000000.0
1992.0,2.35,117.0,40000000.0,7.8,2144.0,75505856.0,40000000.0
2004.0,1.85,178.0,40000000.0,7.7,5074.0,124823094.0,40000000.0
2008.0,2.35,90.0,40000000.0,6.6,6775.0,150886329.0,40000000.0
2009.0,1.85,105.0,40000000.0,7.1,28928.0,91729503.0,40000000.0
2001.0,1.85,114.0,40000000.0,5.9,2842.0,70836296.0,40000000.0
1991.0,2.35,206.0,40000000.0,8.0,698.0,205400000.0,40000000.0
2006.0,1.85,99.0,40000000.0,4.6,19334.0,137047376.0,40000000.0
2001.0,2.35,123.0,34000000.0,6.1,43917.0,145238250.0,40000000.0
2009.0,2.35,102.0,20000000.0,6.4,7009.0,139474906.0,40000000.0
2014.0,2.35,109.0,40000000.0,6.0,2357.0,195111193.0,40000000.0
2009.0,2.35,82.0,40000000.0,5.2,303717.0,187384627.0,40000000.0
2015.0,2.35,142.0,40000000.0,7.6,16944.0,161513754.0,40000000.0
2001.0,2.35,106.0,40000000.0,6.4,2544.0,58855732.0,40000000.0
2010.0,1.85,114.0,18780014.035714287,6.4,2091.0,91455875.0,40000000.0
2004.0,1.85,106.0,50000000.0,6.1,2325.0,118097882.0,40000000.0
1998.0,2.35,108.0,40000000.0,6.1,8610.0,71743823.0,40000000.0
1997.0,1.85,98.0,40000000.0,5.2,7039.0,87949859.0,40000000.0
2002.0,1.85,131.0,35000000.0,7.7,17152.0,75389090.0,40000000.0
2011.0,2.35,118.0,40000000.0,7.3,13943.0,87145086.0,40000000.0
2006.0,2.35,130.0,40000000.0,8.5,63986.0,104407366.0,40000000.0
2014.0,2.35,116.0,42000000.0,6.3,30571.0,105945357.0,40000000.0
2013.0,2.35,89.0,40000000.0,5.9,3361.0,74156610.0,40000000.0
2006.0,1.85,139.0,40000000.0,7.8,848.0,121032272.0,40000000.0
1987.0,2.35,130.0,30000000.0,6.7,1233.0,191200000.0,40000000.0
2010.0,2.35,107.0,40000000.0,6.4,4243.0,127234389.0,40000000.0
1986.0,2.35,116.0,40000000.0,5.9,2179.0,49851591.0,40000000.0
2004.0,2.35,96.0,40000000.0,6.6,41293.0,92111551.0,40000000.0
2006.0,2.35,99.0,40000000.0,6.8,18693.0,114830111.0,40000000.0
2005.0,2.35,104.0,43000000.0,6.5,1274.0,92256918.0,40000000.0
2012.0,1.85,105.0,25000000.0,6.6,9069.0,55249159.0,40000000.0
2008.0,2.35,101.0,40000000.0,5.8,4298.0,106548738.0,40000000.0
2014.0,2.35,134.0,40000000.0,6.9,2281.0,65282732.0,40000000.0
1997.0,2.35,135.0,40000000.0,7.1,16762.0,45916769.0,40000000.0
2003.0,1.85,98.0,40000000.0,5.8,22318.0,141484812.0,40000000.0
1997.0,1.85,155.0,36000000.0,7.2,37570.0,58250151.0,40000000.0
1992.0,2.35,106.0,40000000.0,6.0,519.0,44948240.0,40000000.0
2007.0,2.35,102.0,40000000.0,4.7,4324.0,128884494.0,40000000.0
1994.0,1.85,95.0,40000000.0,5.2,4634.0,38087756.0,40000000.0
2000.0,1.85,103.0,40000000.0,5.5,26938.0,90717684.0,40000000.0
2007.0,1.85,95.0,26615036.192857143,6.5,2787.0,146300356.0,40000000.0
2011.0,2.35,109.0,40000000.0,7.0,390.0,101162106.0,40000000.0
2012.0,2.35,95.0,40000000.0,5.8,1070.0,41294674.0,40000000.0
2011.0,2.35,111.0,40000000.0,6.2,4486.0,95989590.0,40000000.0
1999.0,2.35,123.0,40000000.0,6.5,12970.0,96398826.0,40000000.0
1991.0,2.35,140.0,38000000.0,7.2,3044.0,34416893.0,40000000.0
2014.0,1.85,94.0,40000000.0,5.1,1488.0,126069509.0,40000000.0
2000.0,1.85,94.0,60000000.0,4.7,1238.0,51867723.0,40000000.0
2011.0,2.35,92.0,40000000.0,5.9,3074.0,155011165.0,40000000.0
1999.0,1.85,102.0,40000000.0,5.8,2913.0,53864342.0,40000000.0
2000.0,1.85,123.0,40000000.0,7.2,23920.0,55696705.0,40000000.0
2005.0,2.35,104.0,30000000.0,6.2,1827.0,50071069.0,40000000.0
2008.0,2.35,102.0,40000000.0,5.7,3239.0,49686263.0,40000000.0
2014.0,2.35,136.0,40000000.0,6.1,28927.0,86760995.0,40000000.0
1994.0,1.85,93.0,25000000.0,6.0,2711.0,31835600.0,40000000.0
2011.0,2.35,129.0,40000000.0,6.9,15595.0,55247881.0,40000000.0
2010.0,2.35,107.0,40000000.0,6.5,621.0,59795070.0,40000000.0
2005.0,2.35,117.0,40000000.0,5.0,3969.0,46666955.0,40000000.0
2000.0,2.35,116.0,40000000.0,5.7,3753.0,30199105.0,40000000.0
2005.0,2.35,135.0,40000000.0,7.0,5917.0,31670620.0,40000000.0
2000.0,2.35,107.0,40000000.0,5.1,4565.0,40435694.0,40000000.0
1999.0,1.85,90.0,40000000.0,5.3,1335.0,28544120.0,40000000.0
1996.0,2.35,99.0,40000000.0,4.4,10469.0,27682712.0,40000000.0
2001.0,2.35,104.0,40000000.0,4.7,2888.0,27053815.0,40000000.0
2008.0,1.85,115.0,35000000.0,6.7,77823.0,78269970.0,40000000.0
2001.0,1.85,119.0,40000000.0,6.7,29484.0,65754228.0,40000000.0
1994.0,1.85,128.0,40000000.0,6.1,3126.0,24172899.0,40000000.0
2011.0,2.35,112.0,40000000.0,6.4,3432.0,72295262.0,40000000.0
2002.0,2.35,108.0,60000000.0,6.2,34377.0,22433915.0,40000000.0
1999.0,1.85,128.0,60000000.0,5.9,3821.0,22365133.0,40000000.0
2004.0,2.35,84.0,40000000.0,4.0,5039.0,46176322.0,40000000.0
1996.0,1.85,111.0,40000000.0,6.2,17877.0,20278055.0,40000000.0
1995.0,2.35,131.0,45000000.0,4.6,18913.0,37750754.0,40000000.0
2006.0,1.85,123.0,40000000.0,6.4,7243.0,60862471.0,40000000.0
1995.0,1.85,101.0,40000000.0,5.9,14008.0,14942422.0,40000000.0
2000.0,2.35,102.0,40000000.0,5.1,14463.0,19417182.0,40000000.0
2012.0,2.35,114.0,45000000.0,7.6,7099.0,169590606.0,40000000.0
1987.0,1.85,107.0,51000000.0,4.2,3374.0,14375181.0,40000000.0
2009.0,1.85,87.0,40000000.0,7.8,24770.0,47085064.0,40000000.0
2002.0,2.35,103.0,40000000.0,5.8,12566.0,14448589.0,40000000.0
1992.0,2.35,99.0,40000000.0,5.9,2125.0,14358033.0,40000000.0
2004.0,1.85,91.0,30000000.0,4.8,3974.0,21215882.0,40000000.0
2004.0,1.85,103.0,60000000.0,6.2,3639.0,35195939.0,40000000.0
2012.0,2.35,107.0,40000000.0,6.5,1702.0,25693998.0,40000000.0
1999.0,1.85,106.0,40000000.0,6.3,4327.0,13508635.0,40000000.0
2002.0,2.35,101.0,42000000.0,3.3,4262.0,13208023.0,40000000.0
2009.0,2.35,109.0,40000000.0,5.9,20503.0,39753957.0,40000000.0
2003.0,1.85,89.0,40000000.0,5.8,3096.0,10070651.0,40000000.0
2008.0,2.35,100.0,7478871.835714286,6.5,4103.0,12345883.0,40000000.0
1980.0,2.35,119.0,36000000.0,4.7,1883.0,7000000.0,40000000.0
1999.0,1.85,83.0,24000000.0,4.1,4024.0,10717421.0,40000000.0
2009.0,2.35,108.0,33000000.0,6.8,14127.0,17033431.0,40000000.0
2001.0,1.85,102.0,40000000.0,6.2,2664.0,7974607.0,40000000.0
2002.0,2.35,93.0,40000000.0,4.5,4123.0,12624471.0,40000000.0
2001.0,2.35,84.0,40000000.0,5.8,1149.0,16172200.0,40000000.0
2007.0,2.35,107.0,26000000.0,7.3,11623.0,32030610.0,40000000.0
2012.0,2.35,91.0,40000000.0,5.9,222.0,20790486.0,40000000.0
2008.0,1.85,94.0,40000000.0,4.4,2449.0,915840.0,40000000.0
2015.0,2.35,115.0,40000000.0,5.8,1686.0,13644292.0,40000000.0
2006.0,2.35,93.0,40000000.0,5.1,15638.0,20722450.0,40000000.0
2007.0,1.85,105.0,20000000.0,6.9,2288.0,118537627.0,20000000.0
2007.0,1.85,105.0,20000000.0,6.9,2287.0,118537627.0,20000000.0
2007.0,2.35,101.0,25000000.0,6.9,504.0,7729552.0,40000000.0
1994.0,1.85,111.0,30000000.0,7.3,2612.0,14938149.0,40000000.0
2007.0,2.35,113.0,40000000.0,7.1,6267.0,38899792.0,40000000.0
2013.0,1.85,126.0,39200000.0,7.0,12286.0,88069880.0,40000000.0
2011.0,1.85,90.0,25000000.0,6.8,3243.0,27000381.0,40000000.0
2004.0,1.85,93.0,5781582.078571429,5.7,5240.0,463730.0,40000000.0
2015.0,1.85,159.0,18026148.0,8.4,554.0,26738000.0,40000000.0
2009.0,2.35,107.0,39000000.0,7.1,568.0,102332135.0,39000000.0
2007.0,1.85,102.0,15506125.635714287,5.6,1930.0,69538833.0,39000000.0
2012.0,1.85,87.0,39000000.0,7.0,4774.0,81150788.0,39000000.0
2005.0,2.35,119.0,40000000.0,8.0,2853.0,40319440.0,39000000.0
2004.0,2.35,110.0,39000000.0,5.3,2972.0,6429865.0,39000000.0
1983.0,2.35,125.0,39000000.0,4.9,2329.0,59950623.0,39000000.0
2013.0,1.85,113.0,40000000.0,6.4,36009.0,69807260.0,40000000.0
2008.0,2.35,150.0,553632000.0,7.4,2172.0,119627047.0,40000000.0
2002.0,2.35,108.0,38000000.0,6.1,4251.0,182365114.0,38000000.0
2009.0,2.35,96.0,38000000.0,6.5,22436.0,205298907.0,38000000.0
1996.0,2.35,93.0,39000000.0,5.7,2176.0,37956589.0,39000000.0
2002.0,1.85,100.0,38000000.0,5.1,18291.0,119721296.0,38000000.0
1994.0,2.35,118.0,35000000.0,6.6,6427.0,120000000.0,38000000.0
2011.0,2.35,120.0,38000000.0,6.9,36062.0,116809717.0,38000000.0
2014.0,11451101.057142857,88.0,40000000.0,6.4,196.0,155403.0,40000000.0
1999.0,1.85,146.0,38000000.0,7.6,20516.0,73956241.0,38000000.0
2002.0,2.35,115.0,38000000.0,5.6,3770.0,50970660.0,38000000.0
2001.0,2.35,123.0,35000000.0,6.2,2912.0,57753825.0,38000000.0
2015.0,1.85,94.0,30000000.0,4.4,3552.0,107597242.0,38000000.0
2001.0,1.85,102.0,38000000.0,5.6,1440.0,29544532.0,38000000.0
2001.0,1.85,98.0,38000000.0,5.5,2765.0,24515990.0,38000000.0
1999.0,2.35,133.0,38000000.0,6.7,42344.0,58394308.0,38000000.0
1996.0,2.35,118.0,38000000.0,6.1,24547.0,17378193.0,38000000.0
2001.0,2.35,105.0,57000000.0,6.2,1265.0,19317765.0,38000000.0
1996.0,2.35,129.0,38000000.0,6.6,16237.0,10229300.0,38000000.0
1982.0,2.35,109.0,15000000.0,8.2,1757.0,27501814.0,38000000.0
2013.0,2.35,127.0,38000000.0,6.4,17551.0,94763758.0,38000000.0
1997.0,2.35,118.0,37000000.0,6.4,74.0,6504442.0,38000000.0
2001.0,2.35,110.0,38000000.0,5.2,2120.0,623374.0,38000000.0
2008.0,2.35,90.0,55000000.0,6.5,15494.0,17830244.0,38000000.0
2012.0,1.85,144.0,32000000.0,7.1,427.0,58792011.0,37500000.0
2007.0,1.85,97.0,38000000.0,4.8,4900.0,5473041.0,38000000.0
2008.0,2.35,130.0,40000000.0,7.3,5162.0,9813309.0,37500000.0
2016.0,2.35,112.0,38000000.0,5.2,19974.0,110678636.0,38000000.0
2015.0,2.35,133.0,35000000.0,7.7,15106.0,173567581.0,37000000.0
2010.0,2.35,150.0,37000000.0,7.6,14296.0,152566881.0,37000000.0
2012.0,2.35,110.0,40000000.0,5.7,13396.0,120925697.0,37500000.0
2008.0,1.85,96.0,37000000.0,7.0,36093.0,168167798.0,37000000.0
2008.0,2.35,96.0,37000000.0,6.0,18178.0,101857425.0,37000000.0
2013.0,2.35,123.0,38000000.0,8.1,37206.0,98230839.0,38000000.0
1999.0,2.35,188.0,37000000.0,8.0,1906.0,48446802.0,37000000.0
2010.0,2.35,107.0,37000000.0,5.6,14483.0,55909910.0,37000000.0
2016.0,2.35,110.0,38000000.0,6.1,4882.0,99595932.0,37000000.0
2002.0,1.85,116.0,36000000.0,7.0,20970.0,102226631.0,36000000.0
1999.0,1.85,93.0,65000000.0,6.3,2986.0,117448157.0,36000000.0
2013.0,2.35,118.0,37000000.0,7.0,3425.0,267816276.0,37000000.0
