uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
2ca7f3c46592f24fc69572df7ab4ff76,"  Tal es la desesperación en el conjunto de las Chivas luego de la mala campaña en el Apertura 2018 que tienen en la mira robarse al Director Deportivo de los Gallos Blancos, Javier Mier, pero fue tal la decepción en Chivas cuando Mier les dijo que no, afirmando que es muy feliz en el cuadro de queretano donde lo tratan muy bien y claro, nadie quiere arriesgarse a llegar una directiva que se maneja a base de caprichos y 'twitazos'.  El directivo de los Gallos Blancos sería el próximo objetivo del Rebaño para reestructurar la directiva del equipo de cara al Clausura 2019.  Todo parece indicar que Mariano Varela, actual Director Deportivo de los Rojiblancos sólo habría llegado con el pretexto de tratar la renovación de jugadores que tienen contratos por finalizar, como el caso del 10, Javier 'Chofis' López.        Artículo      Prohíben acercarse a las unidades del VAR    Universal Deportes      Aumenta la seguridad en las camionetas de videoarbitraje                 ",Nadie quiere ir a Chivas,http://www.eluniversal.com.mx/universal-deportes/futbol/nadie-quiere-ir-chivas,eluniversal,www.eluniversal.com.mx,4,77
e16a7135bb23500a6118b51ed0b4dd6a,"  Cosas extrañas pasan con el futbol, deporte aprovechado, en ocasiones, por políticos de poca monta para llamar la atención.  La presencia de miembros de la Comisión Federal de Competencia Económica (Cofece), acompañados por miembros de Gendarmería, en las oficinas del América, Cruz Azul, Pachuca y Veracruz, así como en las de la Liga MX,  causó un ruido con muchas preguntas que no se contestan, bajo el argumento de que la investigación sigue en curso.  Posibles prácticas monopólicas, es el pretexto que usan para irrumpir en las instalaciones de equipos. Pero si están intentando encontrar pruebas para demostrar que existe el llamado Pacto de Caballeros, nunca las encontrarán en los clubes, deberían indagar un poco más de cómo funciona el futbol antes de quererse enarbolar como los redentores de la verdad.  En entrevista con Sergio López, miembro de la Cofece, le pregunté algo tan simple como por qué hasta ahora realizaban esta labor y me contestó que porque se dio la coyuntura de una investigación que inició en junio de este mismo año, es decir, una dependencia que comenzó sus trabajos con esta administración desde  2013 y curiosamente oficializan estas indagatorias faltando 20 días para que termine el sexenio.  Pareciera que es querer ampliar su ciclo en esta comisión o  desviar la atención ante la gran polarización que existe en estos días. ¿Por qué solamente sabemos que han ido a cuatro equipos y no a los demás?, ¿Son estos clubes los únicos que hacen estas prácticas monopólicas?, ¿cuál será el castigo si les comprueban que incurren en ellas?   La Cofece tiene derecho a iniciar investigaciones por lo que considere una irregularidad, pero nadie, absolutamente nadie de esta dependencia ha explicado de qué se trata. De hecho hay un video en su página de internet que hace un comparativo entre panaderos que se ponen de acuerdo para establecer el precio de un bolillo para venderlo a sus clientes, algo que nada tiene que ver con este deporte, porque para el conocimiento de Alejandra Palacios, su titular, cuando venden jugadores entre los equipos, los precios son descomunales y la oferta y demanda se aplica a la perfección.  Un bolillo tiene un costo determinado, el de un futbolista depende de múltiples factores: rendimiento, edad, antecedentes, valor de mercado.  Si lo que quieren es impedir que continúe el Pacto de Caballeros,  será muy complejo que encuentren una prueba fehaciente de su existencia, porque cuando un equipo le cierra la puerta a un futbolista nadie lo puede documentar más que el propio jugador, quien se niega a declarar al respecto. Si realmente quieren demostrar eso, no es con los clubes, sino con los jugadores.  Sí, que se investigue, que se realicen las diligencias necesarias y que se cumpla el debido proceso, pero llama la atención que sea a falta de tan poco tiempo para que termine el sexenio, por lo que más parece querer llamar la atención que realmente profundizar en los temas de futbol, que no se rigen por la ley mexicana sino por reglamentos internos y por la FIFA.   Y se abre otra pregunta: ¿En los demás deportes profesionales también habrá esta revisión o solamente por la ventana que da el futbol es que se atreven a hacerlo?    @gvlo2008[email protected]  ",¿Por qué ahora contra el futbol?,https://www.eluniversal.com.mx/columna/gerardo-velazquez-de-leon/universal-deportes/futbol/por-que-ahora-contra-el-futbol,eluniversal,www.eluniversal.com.mx,2,251
05e551d8ca11592f252b63b2d325ae8d,"  Ciudad de México.- Este día, el grupo parlamentario de Morena, a través de la senadora Olga Sánchez Cordero presentó la iniciativa que tiene como propósito regular el uso de la marihuana.  Pero en concreto, ¿Cuáles son los puntos principales de la iniciativa y cuáles sus justificaciones?  Foto: Iván Stephens/EL UNIVERSAL  Aquí te lo decimos.  De acuerdo con el artículo 2, la ley aplicará en las siguientes materias: La siembra, cultivo, cosecha, producción, transformación, etiquetado, empaquetado, promoción, publicidad, patrocinio, transporte, distribución, venta, comercialización, portación y consumo del Cannabis y sus derivados; para fines personales, científicos y comerciales.  El control sanitario del cannabis para usos personales, científicos y comerciales.  De igual manera, el artículo 4 establece que toda persona tiene derecho a portar hasta 30 gramos de Cannabis. Las personas que requieran portar más de treinta gramos tendrán que solicitar un permiso al Instituto.  En este sentido, se creará el Instituto Mexicano de Regulación y Control del Cannabis.  Cabe destacar el artículo 10 de la ley, el cual establece que queda estrictamente prohibido bajo las disposiciones de esta legislación: El comercio, distribución, donación, regalo, venta y suministro de productos de Cannabis para uso adulto a menores de edad; así como emplear a menores de edad en actividades de comercio, distribución, donación, regalo, venta y suministro de productos de Cannabis.  Cabe destacar que el artículo 12 establece que queda permitido sembrar, cultivar, cosechar, aprovechar, preparar y transformar hasta veinte plantas de Cannabis en floración destinadas para consumo personal en propiedad privada, siempre y cuando: La producción de Cannabis no sobrepase los 480 gramos por año y las personas hayan registrado sus plantas ante el Instituto en el padrón anónimo.  Foto: Archivo/EL UNIVERSAL  A su vez, el Artículo 13 sostiene que las personas que debido a su condición de salud requieran sembrar, cultivar, aprovechar, preparar y transformar más de veinte plantas de Cannabis, podrán solicitar un permiso al Instituto con base en lo establecido en el Reglamento.   En los artículos 14 al 19 se establecen los lineamientos y prohibiciones para el funcionamiento de cooperativas dedicadas a la producción de cannabis.  Con respecto al uso comercial, en el título cuarto, se establecen los lineamientos para establecer las medidas que permitan su implementación en materia farmaceútica, terapeútica, adulto e industrial; los cuáles se explican a partir del artículo 20 hasta el 43.  El artículo 44 señala la creación del Instituto Mexicano de Regulación y Control del Cannabis, como un organismo público desconcentrado de la Secretaría de Salud.  El Instituto tendrá la absoluta rectoría sobre la siembra, cultivo, cosecha, producción, etiquetado, empaquetado, promoción, publicidad, patrocinio, transporte, distribución, venta, comercialización de cualquier forma del Cannabis y sus derivados. El Reglamento respectivo regulará las formas en las que los particulares podrán participar en alguna de las actividades que la propia Ley señale.  De acuerdo con el artículo 54, El Instituto contará con los siguientes órganos de administración: Dirección General, Consejo Consultivo, Consejo Ciudadano, así como las estructuras administrativas tales que se establezcan en el Estatuto Orgánico.  Por lo que se refiere al título séptimo de la legislación, éste da cuenta de las sanciones a quienes incumplan los preceptos de la ley.  Al respecto, el artículo 68 establece que se sancionará con multa de hasta cien unidades de medida y actualización, el incumplimiento de lo dispuesto en los artículos 11, 16, fracción III y 38 de esta Ley.  En todos los casos la autoridad administrativa podrá sancionar con arresto de hasta 36 horas y con trabajo en favor de la comunidad. En el supuesto del artículo 11, la autoridad competente podrá suspender temporalmente la licencia de conducir del infractor y, en caso de reincidencia, proceder a su cancelación.  Foto: Archivo/EL UNIVERSAL  Con multa de mil hasta cuatro mil unidades de medida y actualización, el incumplimiento de las disposiciones contenidas en los artículos 16 fracción I, 27, 28 y 42 de esta Ley.  Con pena conforme a la legislación aplicable, el incumplimiento del artículo 10 de esta Ley.   Finalmente los artículos transitorios de la ley establecen los tiempos de entrada en vigor del decreto.  PRIMERO. Los artículos PRIMERO, SEGUNDO y TERCERO del presente Decreto entrará en vigor a los 15 días después de su publicación en el Diario Oficial de la Federación.  SEGUNDO. Se emitirán los reglamentos a los que se refiere esta Ley, a más tardar 180 días después de su publicación en el Diario Oficial de la Federación.  TERCERO. Las autoridades correspondientes deberán, en un periodo de 30 días, elaborar los correspondientes programas de excarcelación de personas susceptibles de beneficiarse del presente Decreto, los cuales deberán ejecutarse en un periodo no menor a dos meses a partir de su determinación.  CUARTO. Todos los procedimientos, recursos administrativos y demás asuntos relacionados con las materias a que refiere esta Ley, iniciados con anterioridad a la entrada en vigor al presente Decreto, se tramitarán y resolverán conforme a las disposiciones de esta Ley o las vigentes en ese momento, según convenga, en beneficio de la persona en proceso.  QUINTO. El gobierno de la Ciudad de México, los gobiernos de las entidades federativas y de los municipios; deberán adecuar sus leyes, reglamentos, bandos y demás disposiciones jurídicas, de acuerdo con las competencias que a cada uno corresponda, para que sean congruentes con la presente ley.  SEXTO. La Ley contenida en el artículo CUARTO de este decreto, su entrada en vigor será la siguiente: El régimen aplicable a las actividades referidas en el Título Segundo, Capítulo I entrará en vigor al día siguiente de la publicación de este decreto.  El régimen aplicable a las actividades referidas en el Título Segundo Capítulo II, así como las referidas en el Título Tercero, Título Cuarto y Título Quinto entrarán en vigor 90 días naturales después de la publicación de este decreto.  SÉPTIMO. Queda derogada cualquier disposición que contravenga los principios, procedimientos y derechos reconocidos en la presente Ley, sin perjuicio de lo previsto en los Transitorios.     ",¿Qué dice la iniciativa que presentó Morena para regular la marihuana?,http://www.eluniversal.com.mx/nacion/seguridad/que-dice-la-iniciativa-que-presento-morena-para-regular-la-marihuana,eluniversal,www.eluniversal.com.mx,6,519
d94e3b0876763b2821d240e6161139b5,"Al ser estrellas de la farándula nacional, famosas como Alejandra Guzmán, Stephanie Salas y Aracely Arámbula sufrieron invasión a su vida personal por tener hijos fuera del matrimonio.  La heredera de Silvia Pinal no le importó las críticas y a sus 24 años decidió ser madre soltera; su retoño Frida Sofía puede agradecerle que durante sus primeros años de vida nunca tuvo carencias y que el amor maternal de Alejandra suplió con creces la ausencia de su padre Pablo Moctezuma.  Otro caso similar que vivió otra integrante de la dinastía Pinal fue cuando la sobrina de la rockera quedó embarazada a los 18 de años del famoso cantante Luis Miguel.  De su amor fugaz nació Michell Salas, quien nunca tuvo un gesto paternal amoroso y su madre junto a su abuela Silvia Pasquel decidieron apoyarla en todo momento.  La hija de Salas y Luis Miguel es una asidua cliente de revistas del espectáculo y de la vida amarillista.  Luis Miguel repitió la historia años más tarde, aunque vivió a lado de la actriz  Aracely Arámbula, con quien procreó dos hijos, decidió separarse de ella y dejar la responsabilidad de mantener y criar a sus hijos a la celebridad.  Arámbula confirmó que cantante no se hacía cargo económicamente ni moralmente de sus hijos.  VER: Madres e hijas que parecen hermanas  ",Las mamás luchonas de la farándula,http://www.unionjalisco.mx/articulo/2018/11/08/espectaculos/las-mamas-luchonas-de-la-farandula,eluniversal,www.unionjalisco.mx,3,125
f50e8181c917ed09a756ae4c8a40d0bc,"  La Selección Mexicana dio a conocer la lista de convocados para los partidos del Tricolor frente a Argentina en la fecha FIFA.  En la convocatoria resalta el regreso del jugador del Villarreal, Miguel Layún, además de la ausencia de algunos jugadores que militan en el 'viejo continente' como: Héctor Moreno, Hector Herrera, Jesús Manuel Corona y Javier Hernández.  Lista de convocados:   Jesús Corona  Hugo Gonzalez  Guillermo Ochoa  Edsón Álvarez  Jesús Ángulo  Néstor Araujo  Gerardo Arteaga  Miguel Layún  Diego Reyes  Erick Aguirre  Roberto Alvarado  Javier Aquino  Issac Brizuela  Jesús Dueñas  Marco Fabián  Jesús Gallardo  Javier Güemez  Erick Gutiérrez  Víctor Guzmán  Hirving Lozano  Luis Rodríguez  Raúl Jiménez  Henry Martín  Alan Pulido  Ángel Saldívar  El combinado nacional se medirá a la 'albiceleste' el 16 y 20 de noviembre, en Córdoba y Mendoza respectivamente.           Artículo      ¿Por qué se reunieron de emergencia directivos de la Liga MX?    Universal Deportes      La investigación que ha iniciado la COFECE tiene preocupados a los clubes del futbol mexicano                      ",Lista la convocatoria de la Selección Mexicana,http://www.eluniversal.com.mx/universal-deportes/futbol/lista-la-convocatoria-de-la-seleccion-mexicana,eluniversal,www.eluniversal.com.mx,4,107
dbfbd1a4a682db2af4d92b21ffd24cfb,"  La empresa EASo, dueña del tráiler que chocó ayer en el kilómetro 15 de la carretera México-Toluca,  lamentó el deceso de las personas como consecuencia del accidente en el que se vio involucrada una de sus unidades de transporte.   ""Todos quienes trabajamos en EASO estamos sumamente consternados por la irreparable pérdida de la vida de estas personas y deseamos la pronta recuperación de quienes resultaron lesionados. Extendemos nuestras más sentidas condolencias a todas las familias que hoy se vieron afectadas por este terrible incidente"", escribió en un comunicado de prensa.   La empresa señaló que en todo momento colaborará con las autoridades en las investigaciones sobre lo sucedido y en la atención a quienes resultaron heridos.  ""La prioridad ha sido desde anoche atender responsablemente el incidente y activar la cobertura de seguros"", indicó EASO.     cg  ","Prioridad, activar seguro en accidente en la México-Toluca, a la altura de Santa Fe: empresa ",http://www.eluniversal.com.mx/metropoli/cdmx/prioridad-activar-seguro-en-accidente-en-la-mexico-toluca-empresa,eluniversal,www.eluniversal.com.mx,8,64
d07e252c2f99b42b078241ca31283c8d,"  Un estudio de la ONU presentado en Quito indica que la capa de ozono podría verse reconstituida en 2060 si siguen aplicándose las regulaciones acordadas, aunque los expertos advierten que es imposible saber exactamente cuando desaparecerán de la atmósfera todas las sustancias nocivas.  El estudio, presentado en la trigésima reunión de los firmantes del Protocolo de Montreal (1987), refleja que la recuperación de la capa de ozono se está produciendo en el entorno del 1 al 3 % por década gracias a las acciones ejecutadas, y que el calentamiento global se podrá ver reducido en hasta 0.4 grados centígrados para finales de este siglo.  En la reunión, que se extenderá hasta el viernes, se presentaron los resultados del informe cuatrienal llevado a cabo por el Panel de Evaluación Científica del acuerdo internacional, que deja entre los expertos un ánimo de optimismo y esperanza.  El copresidente de ese comité de expertos, el científico estadounidense David Fahey, explicó que el informe se cimenta en tres grandes cuestiones, la primera de ellas informar a los miembros ""sobre cómo se encuentra el estado de la capa de ozono y las sustancias que acaban con ella"".  Según las tasas proyectadas, el hemisferio norte y el ozono de latitud media se recuperarán completamente para la década de 2030, seguidos del hemisferio sur en la década de 2050 y las regiones polares en 2060.           Artículo      La capa de ozono mejora en los polos pero retrocede en latitudes más pobladas    Ciencia y Salud      Los investigadores se sorprendieron por este descubrimiento, ya que sus modelos no mostraban esta tendencia                   Fahey apuntó que los gases nocivos para el ozono ""viven mucho tiempo en la atmósfera desde que son expulsados de máquinas de aire acondicionado y de neveras"", por lo que es necesario ""esperar"" hasta saber con exactitud si estas sustancias están o no abandonando la atmósfera.  Una advertencia que se verá reforzada a partir del 1 de enero con la aplicación la enmienda de Kigali, aprobada en 2016 y que requiere que los países reduzcan la producción y el consumo proyectados de hidrofluorocarbonos (HFC) en más del 80 % durante los próximos 30 años.  Es ""muy importante"", destaca el experto estadounidense, porque esta medida supondrá entrar en ""un territorio nuevo para el Protocolo de Montreal"".  El segundo aspecto del encuentro de Quito es que el informe presentado trata la situación de los gases CFC-11, aquellos usados en productos de espuma blanda o aislantes, y que tienen una alta capacidad de destrucción de la atmósfera.  ""Hemos descubierto que estos gases no se han reducido en la atmósfera de la manera que esperábamos, es decir, nuevos gases CFC-11 están siendo expulsados"", explicó el experto.           Artículo      La cerveza aumentaría de precio por el cambio climático    Menú      Los fenómenos metereológicos están ocasionando una disminución en los rendimientos de la cebada                   Se espera que en esta reunión, las partes adopten una decisión para poner más adelante esta problemática dentro del acuerdo internacional, de tal manera que se solicite al grupo de científicos ""incrementar sus estudios sobre estas moléculas y qué está pasando con ellas en la atmósfera"", dijo Fahey.  Igualmente, se solicitará al Consejo asesor de cuestiones técnicas y económicas que averigüe ""de dónde vienen estas emisiones extras"" ya que es algo a lo que la comunidad científica no puede llegar.  Un tercer aspecto crucial que analiza el informe es cómo afectará la enmienda de Kigali en la reducción del agujero de la capa de ozono y del calentamiento global.  En la inauguración de la reunión, la secretaria técnica de la Secretaría de Ozono de la ONU, Tina Birmpili, aseguró que si las emisiones contaminantes siguen aumentando, ""se ralentizará la recuperación de la capa de ozono"", por lo que instó a que se produzcan más investigaciones.  ""El éxito en este esfuerzo depende del cumplimiento continuo del Protocolo de Montreal ya que cada acción, aunque sea pequeña, nos permite proteger a la humanidad y al planeta"", arengó.  Fahey adelantó en ese sentido que la comunidad científica presentará unos resultados que arrojan que es posible evitar ""un crecimiento de la temperatura global de entre 0,2 y 0,4 grados centígrados"" antes del final de siglo, si se adoptan las medidas de la enmienda de Kigali.  El encuentro ha sido convocado por ONU Medio Ambiente y la Organización Meteorológica Mundial (OMM), y cuenta con el apoyo del gobierno de Ecuador, uno de los 59 países que la han ratificado.  Su máximo representante hoy en el encuentro, el ministro ecuatoriano de Comercio Exterior e Inversiones, Pablo Campana, comentó que la Enmienda servirá ""para desarrollar industrias pero siempre protegiendo el medio ambiente"".  ""Queremos un mundo limpio de CO2, un futuro limpio para las generaciones venideras, y es por eso que celebramos este evento"", concluyó el responsable ecuatoriano.   ",Capa de ozono podría reconstituirse en su totalidad en 2060,http://www.eluniversal.com.mx/ciencia-y-salud/capa-de-ozono-podria-reconstituirse-en-su-totalidad-en-2060,eluniversal,www.eluniversal.com.mx,5,383
dfec4164f4bcc33aade294cf6a688a29,"    Karla Souza prepara regreso a México.    La que ya está juntando maletas para regresar a México, específicamente Guadalajara, es Karla Souza y será para el filme El rey de todo el mundo, donde interpretaría a una profesora. El director español Carlos Saura la espera paciente, pues inicialmente se haría el año pasado, pero la actriz estaba esperando bebé y coincidió con la polémica desatada tras confesar que fue abusada sexualmente. Souza compartirá créditos con Mario Casas, la estrella de 3 metros sobre el cielo.   Maya Zapata, un baño con dos litros de agua.  En plena crisis por la falta de agua en la Ciudad de México, los actores presumen poner el ejemplo y Maya Zapata, quien actualmente da vida a Selena Quintanilla en la serie biográfica de la cantante, no es la excepción, pues dice que en lugar de salir sin bañarse a sus actividades cotidianas, demostró que se pudo bañar con dos litros de agua   Hija de Mariana Garza quiere estar en ""Mentiras"".  Mentiras no se acaba hasta que yo sea Daniela o Lupita, es el mensaje que María Perroni, hija de los actores Mariana Garza y Pablo Perroni, envió a través de Twitter al productor de teatro Morris Gilbert, cuando este fin de semana acudió con su madre a ver la puesta en escena en el Teatro México, donde la temporada está por cumplir 10 años. Cuando la integrante de Timbiriche le preguntó a su hija, también actriz, cuál de los dos personajes prefería,dijo: No sé, aún tengo tiempo.  ",Karla Souza prepara regreso a México,http://www.eluniversal.com.mx/espectaculos/karla-souza-prepara-regreso-mexico,eluniversal,www.eluniversal.com.mx,5,134
daa1245b710496cad17b85f4be3df8fb,"Mateo es policía auxiliar y homicida. Tras una discusión disparó y mató a su suegro y cuñado.  La familia vivía en una vecindad del municipio de Valle de Chalco, en el Estado de México.  Ahí, en el domicilio de la colonia San Miguel Xico, compartían vivienda el homicida y sus víctimas.  Por eso ayer por la madrugada Noemí Aída escuchó a su esposo pelear con sus familiares.  Las voces fueron calladas por las detonaciones.  Y es que Mateo disparó contra su suegro Pánfilo, de 62 años y contra su cuñado Armando Daniel.  VIO SALIR A SU ESPOSO. Tras las detonaciones, la mujer salió a indagar qué había ocurrido. Ahí vio a su esposo salir del domicilio ubicado en la calle Poniente 14, manzana 49, lote 19.  En la sala de la vivienda yacían los dos hombres, quienes fueron auxiliados por los paramédicos. Pero a pesar de la ayuda ambos murieron.  Ante los agentes que atendieron el caso, la mujer acusó a su esposo de ser el responsable de la muerte de sus familiares.  ",policia asesina su suegro y cunado tras discusion en valle de chalco,http://www.elgrafico.mx/la-roja/policia-asesina-su-suegro-y-cunado-tras-discusion-en-valle-de-chalco,eluniversal,www.elgrafico.mx,8,86
ab138c361ab9f144e327fc4f3f9b75a5,"  Ciudad de México.- La sesión ordinaria de la Cámara de Diputados se suspendió este jueves debido a la crisis nerviosa que vivió la diputada de Morena, Carmen Medel del estado de Veracruz, porque recibió la noticia de que su hija fue asesinada.  El pleno se desarrollaba en la presentación de iniciativas, cuando la legisladora, quien también es médico general, comenzó a gritar con su teléfono en la oreja. Algunos presentes, refieren que gritó: ""¡mi hija, mi hija!, ¡Valeria, Valeria!"".  Esto provocó la atención de todos los legisladores y el presidente en turno, Marco Antonio Adame, solicitó un receso para auxiliar a la legisladora.         Suspenden sesión en San Lázaro tras conocerse asesinato de hija de diputada de Morena https://t.co/Egu2YexJX6 pic.twitter.com/Dl4Dj9ay1w    El Universal (@El_Universal_Mx) 8 de noviembre de 2018    Los diputados de Morena solicitaron a los medios de comunicación que no grabaran lo que acontecía debido a que era un momento muy familiar, sin embargo, los reporteros y camarógrafos no sabían lo que pasaba.  La legisladora fue apoyada y auxiliada por sus compañeros y elementos de la enfermería, así como por el coordinador de la bancada de Morena, Mario Delgado.  ""Esta presidencia y la Mesa Directiva acompañan en su terrible dolor a la diputada Carmen Medel Palma, la 64 Legislatura de la Cámara de Diputados se expresa consternada por las noticias que tiene hasta el momento y realizará lo conducente por la vía jurídica, por la vía política y por la solidaridad humana, no puedo dejar pasar este momento sin subrayar el grave estado en que se encuentra la nación, la vulnerabilidad de las familias y sobre todo la impunidad, y que en este caso no la haya, se levanta la sesión"", dijo Porfirio Muñoz Ledo antes de concluir la sesión.  Antes, Pablo Gómez junto con toda la bancada de Morena y algunas otras fracciones tomaron la tribuna para condenar el hecho y mostrar su solidaridad con su compañera de bancada.  ""Con profunda pena participamos en el asesinato de la hija de nuestra compañera diputada Carmen Medel del Distrito 14 del Estado de Veracruz, Valeria ha sido hoy víctima del estado de violencia en el que vivimos los mexicanos y las mexicanas, hoy encaramos la tragedia de manera mucho más directa con un miembro de esta asamblea todos estamos sujetos a esta crsis de violencia y todos juntos como Legislatura debemos responder, debemos pacíficar a México, erradicar la violencia y la delincuencia violenta, le damos todos nosotros con profunda pena nuestras condolencias a la compañera Carmen Medel"", dijo Pablo Gómez desde la máxima tribuna del país.  Este jueves, al iniciar la sesión, los diputados solamente guardaron un minuto de silencio por la muerte de nueve personas después de que un tráiler las envistió este miércoles por la noche en la carretera Toluca-México.  Guardan minuto de silencio en el Senado  El Senado de la República guardó un minuto de silencio, en duelo por el asesinato de Valeria, hija de la diputada del distrito 14 de Veracruz, Carmen Medel Palma (Morena).  El presidente de la mesa directiva, Martí Batres Guadarrama (Morena) expresó la solidaridad de los legisladores con la diputada Medel Palma, y condenó la violencia en el país.  Dijo que ""tenemos la convicción y la esperanza de que esta situación (de violencia) cambie y México recupere la paz"".  Antes, el coordinador de Morena, Ricardo Monreal Ávila (Morena) pidió que el pleno guardara un minuto de silencio, por el asesinato de la hija de la diputada federal veracruzana.  Manifestó que se espera ""que pronto se reestablezca la paz"", y expresó el pésame de su bancada a Carmen Medel Palma.  (Con información de Juan Arvizu y Alberto Morales)     ",Suspenden sesión en San Lázaro tras conocerse asesinato de hija de diputada de Morena,http://www.eluniversal.com.mx/nacion/politica/suspenden-sesion-en-san-lazaro-tras-conocerse-asesinato-de-hija-de-diputada-de,eluniversal,www.eluniversal.com.mx,10,296
